TotalFundingAmount	CbRank	Name Startup	ShortDescription	Location	Categories	HeadquartersRegions	FoundedDate	Founders	OperationStatus	FundingStatus	LastFundingType	NumberOfEmployees	LegalName	IpoStatus	CompanyType	Website	Facebook	Linkedin	Twitter	Email	PhoneNumber	Data e hora da Captura	URL
	776,131	Hiel - Rede Social Cristã	Hiel - Rede Social Cristã is a social network for the Christian public.	" Maracanaú,  Ceara,  Brazil, "	" Social Network"		2015		Active			1-10		Private		" www.hiel.com.br/ "						27/01/2020 01:55:21	https://www.crunchbase.com/organization/hiel-rede-social-crist%C3%A3
	751,703	Idea Comunicação	Idea Comunicação is a digital marketing company that develops managerial processes.	" Belo Horizonte,  Minas Gerais,  Brazil, "	" Advertising, Digital Marketing, Marketing"		1985		Active			11-50		Private		" www.ideiacom.com.br "	https://www.facebook.com/comunicacaoidea	https://www.linkedin.com/company/hostgator-brasil	https://www.twitter.com/ideiacomunica		(31) 3326-2400	27/01/2020 01:55:56	https://www.crunchbase.com/organization/idea-comunica%C3%A7%C3%A3o
	667,308	TradeMac	TradeMac is a virtual marketplace to advertise Apple products and accessories in Brazil.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Advertising, Marketing, Marketplace"		2013		Active					Private		" trademac.com.br/ "	https://www.facebook.com/trademac.com.br		https://twitter.com/trademac_br	trademac@trademac.com.br	+55 85 3239-3094	27/01/2020 01:56:21	https://www.crunchbase.com/organization/trademac
	767,048	Ibiapaba.com	Ibiapaba.com is engaged in the development of information technology and design solutions.	" Tianguá,  Ceara,  Brazil, "	" E-Commerce, Information Technology"		1997		Active					Private		" www.ibiapaba.com "	https://www.facebook.com/ibiapaba		https://www.twitter.com/ibiapabacom	ibiapaba@ibiapaba.com	+55 88 99430-4879	27/01/2020 01:56:38	https://www.crunchbase.com/organization/ibiapaba-com
	617,582	EMBRATRON	EMBRATRON develops customized hardware and software solutions for governmental, corporate, and personal purposes.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" CRM, Hardware, Information Technology, Software"				Active					Private		" www.embratron.com "						27/01/2020 01:57:22	https://www.crunchbase.com/organization/embratron
	701,440	Agência Que Tal	Agência Que Tal is a digital agency that designs and develops websites for micro and small enterprises.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Software, Web Design, Web Development"		2012		Active			11-50		Private		" www.agenciahqt.com.br "	https://www.facebook.com/agenciaquetal					27/01/2020 01:58:13	https://www.crunchbase.com/organization/ag%C3%AAncia-que-tal
	664,013	Smile Click	Smile Click is a versatile tool for promotional marketing actions and general event coverage.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Advertising, Internet, Marketing"				Active					Private		" www.smileclick.co.nz "	https://www.facebook.com/BlueChilliNZ/?ref=settings			mail@smileclick.co.nz		27/01/2020 01:58:58	https://www.crunchbase.com/organization/smile-click
	573,452	Delx Mobile	Delx Mobile is a start-up specialize in software development for Windows phone, Android, and iOS.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Mobile, Software"				Active			1-10		Private		" www.delxmobile.com "	https://www.facebook.com/delxmobile				555-213-4567	27/01/2020 01:59:18	https://www.crunchbase.com/organization/delx-mobile
	527,318	TaxiSimples	TaxiSimples is a cloud service company that enables users to manage and monitor taxis and executive transport.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Apps, Cloud Data Services"		2011		Active			1-10		Private		" taxisimples.com.br/ "	https://www.facebook.com/TaxiSimples		https://twitter.com/taxisimples	falecom@taxisimples.com.br	+55 85 8841-6388	27/01/2020 01:59:38	https://www.crunchbase.com/organization/taxisimples
	676,461	TriadWorks	TriadWorks is an IT company that reduces bureaucracy software development using agile methodologies as a way to work.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Continuing Education, E-Learning, EdTech, Education, Information Technology, Software"		2007		Active			1-10		Private		" cursos.triadworks.com.br/ "	https://www.facebook.com/TriadWorks	https://www.linkedin.com/company/triadworks/	https://twitter.com/triadworks	triadworks@triadworks.com.br	+55 85 99234-9437	27/01/2020 02:00:00	https://www.crunchbase.com/organization/triadworks
	611,960	Bitllab Technology	Bitllab Technology is a Brazilian company specialized in the development, implementation, and marketing of apps and games.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Android, Apps, Information Technology, iOS, Mobile, Mobile Apps, Video Games"		Mar 15, 2012		Active			1-10		Private		" www.bitllab.com/ "	https://www.facebook.com/bitllab		https://twitter.com/Bitllab			27/01/2020 02:00:49	https://www.crunchbase.com/organization/bitllab-technology
	658,075	Roupa em Atacado	Roupa em Atacado is a startup company that promote the connection between manufacturers and fashion re-sellers.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Fashion, Sales, Wholesale"		2018		Active			1-10		Private		" www.roupaematacado.com.br/ "	https://www.facebook.com/roupaematacado/	https://www.linkedin.com/company/roupaematacado		contato@roupaematacado.com.br	(85) 4042-0841	27/01/2020 02:01:34	https://www.crunchbase.com/organization/roupa-em-atacado
	492,350	DEWAY	DEWAY is a Development of systems for Internet.	" São Paulo,  Sao Paulo,  Brazil, "	" Computer, Software"		2009		Active					Private		" www.deway.com.br "		https://www.linkedin.com/company/deway/				27/01/2020 02:02:27	https://www.crunchbase.com/organization/deway
	682,446	EmanuelSites	EmanuelSites is a young company that works with internet solutions.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Information Technology, Internet, Professional Services"		2015		Active			1-10		Private		" www.emanuelsites.com.br/ "	https://www.facebook.com/EmanuelSites-127632017852276/		https://twitter.com/EmanuelSitesBR	atendimento@emanuelsites.com.br	85985858540	27/01/2020 02:02:55	https://www.crunchbase.com/organization/emanuelsites
	812,948	Festa La	Festa La is a Brazilian startup.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" B2B, B2C, Big Data, E-Commerce, Operating Systems"		May 2004		Active			1-10		Private								27/01/2020 02:03:43	https://www.crunchbase.com/organization/festa-la
	552,951	Encontremed	Encontremed offers a mobile app for finding doctors, clinics, hospitals, diagnostic services, and pharmacies.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Health Care, Hospital, Mobile Apps"		2015		Active			1-10		Private		" www.encontremed.com.br/ "	https://www.facebook.com/EncontreMed/	https://www.linkedin.com/company/encontremed/		contato@encontremed.com.br		27/01/2020 02:04:35	https://www.crunchbase.com/organization/encontremed
	585,516	RBL Networks	RBL Networks is a school of enterprising dreamers passionate about technology, entrepreneurship and innovation.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Business Development, Business Intelligence, Consulting"				Active					Private		" www.rblnetworks.com.br/ "	https://www.facebook.com/RBLNetworksOficial/		https://twitter.com/rblnetworks			27/01/2020 02:05:21	https://www.crunchbase.com/organization/rbl-networks
	826,589	Avantware Studios	Avantware Studios is a software development studio based in Ceará, Brazil.	" Ceará,  Acre,  Brazil, "	" Information Technology, Software, Software Engineering"				Active					Private		" www.avantware.com.br/ "			https://twitter.com/avantware			27/01/2020 02:06:07	https://www.crunchbase.com/organization/avantware-studios
	720,817	Lado de Dentro	Lado de Dentro is an online store that enables users to get an assorted selection of lingerie sent them every month for a subscription fee.	" São Paulo,  Sao Paulo,  Brazil, "	" E-Commerce, Lingerie, Online Portals"		2010		Active			1-10		Private		" www.ladodedentro.com/ "	https://www.facebook.com/ladodedentro			contato@ladodedentro.com	1(126)142-847	27/01/2020 02:06:30	https://www.crunchbase.com/organization/lado-de-dentro
	797,058	Fluir.tv	Fluir.tv is an online TV channel that broadcasts content focused on the Christian community.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Broadcasting, Internet, Religion"				Active			1-10		Private		" fluir.tv/en "			https://twitter.com/FluirTv			27/01/2020 02:07:14	https://www.crunchbase.com/organization/fluir-tv
	838,329	Moldere	Moldere is a cloud-based management system for micro and freelancers with multiple applications, and it is fully customizable.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Information Technology, Management Information Systems, Software"				Active					Private			https://www.facebook.com/moldere		https://twitter.com/moldere			27/01/2020 02:07:58	https://www.crunchbase.com/organization/moldere
	773,880	inv3rso	inv3rso is a Brazil-based reverse auction app for Facebook-based business models that provides discounts for products and services.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Apps, Auctions, E-Commerce"		2012		Active					Private		" www.inv3rso.com "	https://www.facebook.com/inv3rso		https://twitter.com/inv3rso			27/01/2020 02:08:54	https://www.crunchbase.com/organization/inv3rso
	306,786	Logovia	Logovia is an online crowdsourcing platform providing over 15 design products for its users’ businesses such as logo creations and more.	" São Paulo,  Sao Paulo,  Brazil, "	" Crowdsourcing, Graphic Design, Web Design"		Aug 3, 2013		Active		Venture - Series Unknown	1-10		Private		" www.logovia.com.br "	http://www.facebook.com/logovia	https://www.linkedin.com/company/logovia---design-do-seu-jeito/	http://twitter.com/sigalogovia	contato@logovia.com.br	55 11 2666 3501	27/01/2020 02:09:22	https://www.crunchbase.com/organization/logovia
	793,859	MGVeras	MGVeras is a real estate sector-based initiative, focused on legalizing the transactions on real market situations with document reviews.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Legal, Real Estate, Sales, Trading Platform"		2011		Closed			1-10		Private		" www.mgveras.com.br/ "						27/01/2020 02:10:07	https://www.crunchbase.com/organization/mgveras
	762,695	CardSistem	CardSistem is a collaborative platform that connects users to companies through a geolocation system.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Apps, Collaboration, Information Services, Information Technology, Internet, Mobile, Mobile Apps, Software"		2018		Active					Private		" cardsistem.com.br/ "						27/01/2020 02:11:10	https://www.crunchbase.com/organization/cardsistem
	805,214	Sakoola	Sakoola is a marketplace that gives greater visibility to shopkeepers who do not have the online sales culture.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" E-Commerce, Marketing, Marketplace, Retail, Sales, Social"		2017		Active			1-10		Private		" shop.sakoola.com.br/ "	https://www.facebook.com/shop.sakoola/	https://www.linkedin.com/company/sakoola/	https://twitter.com/usesakoola	contato@sakoola.com.br		27/01/2020 02:11:57	https://www.crunchbase.com/organization/sakoola
	788,686	Comercity	Comercity helps entrepreneurs to open their own business and connect with suppliers, customers, business partners and manpower.		" Business Development, Business Intelligence, Information Services"				Active					Private		" www.redeselectus.com.br/ "						27/01/2020 02:12:45	https://www.crunchbase.com/organization/comercity
	598,202	Boobonus	"Boobonus application is a free rewards and profits sharing system that really works. "	" Évora,  Evora,  Portugal, "	" Apps, Financial Services, Loyalty Programs"		Aug 26, 2016		Active			1-10		Private		" www.boobonus.com "	https://www.facebook.com/pg/boobonusoficial		https://twitter.com/boobonusoficial	contato@boobonus.com	351 934 349 089	27/01/2020 02:13:07	https://www.crunchbase.com/organization/boobonus
	409,644	Unum Tecnologia e Consultoria em Informática	Unum Tecnologia e Consultoria em Informática develops and designs software solutions.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Enterprise Resource Planning (ERP), Software"				Active			1-10	Unum Tecnologia e Consultoria em Informatica Ltda.	Private		" www.unum.com.br/ "					55-11-4063-9600	27/01/2020 02:13:27	https://www.crunchbase.com/organization/unum-tecnologia-e-consultoria-em-inform%C3%A1tica
	831,328	Imoby	Imoby						Active				Imoby	Private								27/01/2020 02:14:27	https://www.crunchbase.com/organization/imoby
	779,523	Redução e Saúde	Redução e Saúde is an application that helps users control their diet, medication, consultations, and contact of professionals and clinics.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Apps, Health Care, Medical"				Active					Private		" www.reducaoesaude.com.br/ "	https://www.facebook.com/pg/reducaosaude/					27/01/2020 02:15:11	https://www.crunchbase.com/organization/redu%C3%A7%C3%A3o-e-sa%C3%BAde
	834,611	Cleepe	Cleepe						Active				Cleepe	Private								27/01/2020 02:15:53	https://www.crunchbase.com/organization/cleepe
	788,140	MobCar	MobCar® is more than a price comparator, it is an essential tool to consult before performing any service		" E-Commerce, Information Technology"		2014		Active					Private		" mrgweb.wix.com/ "						27/01/2020 02:16:36	https://www.crunchbase.com/organization/mobcar
	838,267	itopsolution	Itopsolution is a multidisciplinary startup focused on technological innovation.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Information Technology, Innovation Management, Software"		2011		Active					Private		" www.itopsolution.com/ "	https://www.facebook.com/itopsolution/			comercial@itopsolution.com	55 85 99944-8557	27/01/2020 02:17:13	https://www.crunchbase.com/organization/itopsolution
	799,537	CollWorks	CollWorks, an authorized reseller of Google Apps, offers various services such as planning, deployment, training, configuration, and more.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Apps, CRM, Enterprise Resource Planning (ERP), Internet, Retail"		2007		Active			1-10		Private		" www.collworks.com.br/ "		https://www.linkedin.com/company/collworks---cloud-solutions/				27/01/2020 02:17:59	https://www.crunchbase.com/organization/collworks
	793,759	Guia Gastronômico do Brasil	Guia Gastronômico do Brasil is an online guide that provides its users with information related to restaurants.	" Acaraú,  Ceara,  Brazil, "	" Information Services, Internet, Restaurants"				Active					Private								27/01/2020 02:18:42	https://www.crunchbase.com/organization/guia-gastron%C3%B4mico-do-brasil
	352,234	Zeppelin Game Studio	Zeppelin Game Studio develops games focused on helping children with learning difficulties at school.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" E-Learning, EdTech, Education, Gaming, Online Games"		2013		Active			1-10		Private		" zeppelinstudio.net "	https://www.facebook.com/ZeppelinGameStudio	https://www.linkedin.com/company/zeppelin-game-studio/	https://www.twitter.com/zeppelinstudio	info@zeppelinstudio.net	+49 322 23943703	27/01/2020 02:19:04	https://www.crunchbase.com/organization/zeppelin-game-studio
	840,250	Ceará Barato	Ceará Barato is an aggregator site for collective buying that offers discounts up to 98% on products and services available in Fortaleza.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" E-Commerce, Internet"				Active			1-10		Private								27/01/2020 02:19:47	https://www.crunchbase.com/organization/cear%C3%A1-barato
	608,694	PolivalenTi	PolivalenTi develops software and fosters entrepreneurship through training, development, and implementation of projects.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Software, Training"				Active			1-10		Private		" www.polivalenti.com.br "			https://twitter.com/polivalen_TI			27/01/2020 02:20:32	https://www.crunchbase.com/organization/polivalenti
	517,059	Vitrola	Vitrola is an iOS and Android application that allows users to select and listen to local songs in Victrola zones throughout the city.	" Frederico Westphalen,  Rio Grande do Sul,  Brazil, "	" Android, Apps, iOS"		Aug 1987		Active			1-10		Private		" www.vitrola.com.br "	https://www.facebook.com/vitrolacombr		https://www.twitter.com/vitrolacombr	ecommerce@vitrola.com.br	(55) 3744-6878	27/01/2020 02:20:53	https://www.crunchbase.com/organization/vitrola
	835,359	Pxinxa	Pxinxa is a web-based system that offers the cheapest products for its users to purchase the items in the grocery shopping lists.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" Delivery, Grocery, Internet, Product Search"				Active			1-10		Private		" pxinxa.azultecnologia.com/ "						27/01/2020 02:21:37	https://www.crunchbase.com/organization/pxinxa
	755,969	Shopmin	Shopmin is an e-commerce platform for small- and medium-sized traders who want to sell their products via the internet.	" Fortaleza,  Mato Grosso do Sul,  Brazil, "	" E-Commerce, E-Commerce Platforms, SaaS, Small and Medium Businesses"		Feb 6, 2015		Active					Private		" www.shopmin.com.br/ "			https://twitter.com/_shopmin	contato@shopmin.com.br		27/01/2020 02:22:24	https://www.crunchbase.com/organization/shopmin
	258,287	Astrolab	Astrolab is a job board for candidates to switch jobs.		" Delivery, Human Resources, Staffing Agency"		Feb 2, 2015		Active					Private		" www.astrolab.io "						27/01/2020 02:23:51	https://www.crunchbase.com/organization/astrolab
	618,814	Comoequetalá	Comoequetalá provides a recruiting platform.	" Brasília,  Rio Grande do Norte,  Brazil, "	" B2C, Human Resources, Recruiting, SaaS, Staffing Agency"		Apr 7, 2009		Active			1-10		Private		" comoequetala.com.br/ "	https://www.facebook.com/comoequetala/	https://www.linkedin.com/company/comoequetala/	https://twitter.com/comoequetala	contato@comoequetala.com.br	+55 61 9286-0745	27/01/2020 02:24:15	https://www.crunchbase.com/organization/comoequetal%C3%A1
	751,005	AgroLivre	AgroLivre provides a portal for agribusiness.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Agriculture, AgTech, Information Technology, SaaS, Software"		Jun 2018		Active			1-10		Private		" agrolivre.com.br/ "	https://www.facebook.com/agrolivre/					27/01/2020 02:25:02	https://www.crunchbase.com/organization/agrolivre
$200K	57,480	LoopKey	Loopkey is a physical access control platform that enables remote management for any kind of door, gate or barrier.	" São Paulo,  Sao Paulo,  Brazil, "	" Cyber Security, Hardware, Internet of Things, Mobile Devices"		Jan 1, 2018		Active		Seed	11-50	Loop – Engenharia da Computação LTDA	Private		" loopkey.com.br/en "	https://www.facebook.com/LoopKeyBrasil/	https://www.linkedin.com/company/11171798/		hello@loopkey.com.br	+551130902909	27/01/2020 02:25:29	https://www.crunchbase.com/organization/loopkey
R$125K	101,036	WeCare Incentivos Corporativos	WeCare Corporate Incentives aims to increase the motivation and engagement of the workforce of companies.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Business Information Systems, Corporate Training, Human Resources, Information Technology"		Apr 30, 2016		Active		Seed			Private		" www.wecareincentivos.com.br/ "	https://www.facebook.com/wecarecorp	https://www.linkedin.com/company/10671208	https://www.twitter.com/wecarebrasil	contato@wecarecorp.com.br	+55 61 3181-0441	27/01/2020 02:25:55	https://www.crunchbase.com/organization/wecare-incentivos-corporativos
	805,674	iZupt	iZupt is a Brazil-based startup that develops applications for web, social media, and mobile platforms such as iPhones and iPads.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Mobile, Social Media, Web Design"				Active					Private					https://twitter.com/izupt		720.496.0020	27/01/2020 02:26:10	https://www.crunchbase.com/organization/izupt
	837,398	WebCorretores	WebCorretores is a business network that approaches brokers who own real estate with brokers who have clients of its users’ preferences.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Real Estate"				Active					Private			https://www.facebook.com/webcorretores		https://twitter.com/webcorretores			27/01/2020 02:26:53	https://www.crunchbase.com/organization/webcorretores
	492,865	Yummmy	Yummmy is a social menu that allows restaurants, bars, and cafés make their menus available for their customers on the web and more.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Internet, Restaurants, Social, Social Entrepreneurship"		2011		Active			1-10		Private		" www.yummmy.com.br/ "	https://www.facebook.com/yummmyapp		https://www.twitter.com/yummmyapp	hummm@yummmy.com.br		27/01/2020 02:27:42	https://www.crunchbase.com/organization/yummmy
	587,558	Outlet da Obra	Outlet da Obra is an application to sell, negotiate, and advertise building materials.	" Manaus,  Amazonas,  Brazil, "	" Advertising, Apps, Marketing"				Active					Private		" outletdaobra.com.br "	https://www.facebook.com/outletdaobra/			contato@outletdaobra.com	+55 92 98430-3037	27/01/2020 02:27:59	https://www.crunchbase.com/organization/outlet-da-obra
	356,686	GoEduca	GoEduca is an adaptive and customization digital education gaming platform used as a tool to increase and measure student performance.	" Brasília,  Rio Grande do Norte,  Brazil, "	" E-Learning, Education, Gaming, Training"				Active			11-50		Private		" goeduca.com/ "	https://www.facebook.com/pg/goeduca	https://www.linkedin.com/company/goeduca	https://twitter.com/goeducaoficial		(61) 4104-0016	27/01/2020 02:28:19	https://www.crunchbase.com/organization/goeduca
	645,350	Zupot	Zupot offers ZuChat, a cloud-based chat service that enables companies to provide their customers with real-time support.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Information Technology, Messaging, Real Time"				Active					Private		" www.zupot.com/en "	https://www.facebook.com/462156450511776		https://twitter.com/zupot_apps			27/01/2020 02:29:04	https://www.crunchbase.com/organization/zupot
	757,119	Ciclo de Estudo	Ciclo de Estudo offers a web-based tool that helps students plan their studies and guides them on how to study.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Career Planning, Internet"		2013		Active			1-10		Private		" www.ciclodeestudo.com.br/ "	https://www.facebook.com/487982704574159		https://twitter.com/ciclodeestudo	contato@ciclodeestudo.com.br		27/01/2020 02:29:57	https://www.crunchbase.com/organization/ciclo-de-estudo
	615,277	Grafeno6	Grafeno6 extracts consistent information for better analysis, all in a qualified and visual way.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Big Data, Business Intelligence, Information Technology, SaaS"		Jan 2015		Active			1-10		Private		" grafeno6.com "	https://www.facebook.com/grafeno6/			info@grafeno6.com	55 61 3998-7454	27/01/2020 02:30:16	https://www.crunchbase.com/organization/grafeno6
	711,589	Mapa Da Prova	Mapa Da Provais a study tool for competitions that shows the issues to be resolved and the subjects to be studied according to the edict.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Education, Software, Training"		Aug 2011		Active			12		Private		" www.mapadaprova.com.br/ "	https://www.facebook.com/pg/MapaDaProva/		https://twitter.com/mapadaprova	contato@mapadaprova.com.br		27/01/2020 02:31:06	https://www.crunchbase.com/organization/mapa-da-prova
	616,976	Certillion	Certillion offers a digital certification integration service for mobile applications.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Mobile Apps, Mobile Payments, Software, Transaction Processing"				Active			11-50		Private		" certillion.com/ "	https://www.facebook.com/certillion	https://www.linkedin.com/company/certillion/	https://twitter.com/certillion	contato@Certillion.com	(61) 3323-4410	27/01/2020 02:31:26	https://www.crunchbase.com/organization/certillion
	638,631	Master Musica	Master Musica offers online music courses with high quality musical content on the web to improve musicianship in varied forms.	" Brasília,  Rio Grande do Norte,  Brazil, "	" E-Learning, Music, Music Education, Professional Services"		Jan 2015		Active			1-10		Private		" www.mastermusica.com.br "	https://www.facebook.com/mastermusica100/	https://www.linkedin.com/company/master-musica/	https://twitter.com/MasterMusicaBR	mastermusica@mastermusica.com.br	55 (61) 983696123	27/01/2020 02:31:46	https://www.crunchbase.com/organization/master-musica
	535,741	Br.ino	Br.ino is the startup with the mission to democratize the teaching of robotics in Brazil.	" Brasília,  Rio Grande do Norte,  Brazil, "	" EdTech, Education, Robotics"				Active				Brino.cc.	Private		" brino.cc/ "	https://www.facebook.com/BrinoIDE/			suporte@brino.cc	(61) 9 9296-1002	27/01/2020 02:32:05	https://www.crunchbase.com/organization/br-ino
	553,030	Sizify	Sizify is a B2B platform for companies and government that need to measure the size of their systems for estimation purposes and pricing.	" Brasília,  Rio Grande do Norte,  Brazil, "	" B2B, Business Information Systems, GovTech, Information Technology, Software"		2011		Active			1-10		Private		" www.sizify.net "	https://www.facebook.com/Sizify/	https://www.linkedin.com/company/sizify/	https://twitter.com/sizify	info@sizify.net		27/01/2020 02:32:54	https://www.crunchbase.com/organization/sizify
R$75K	80,728	Otimicar	OTIMICAR is a complete vehicle care platform that monitors information on car usage and mechanics.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Automotive, Communities, Information Technology, Internet of Things"		May 1, 2013		Active		Seed	11-50		Private		" www.otimicar.com "	https://www.facebook.com/otimicar/	https://www.linkedin.com/company/otimicar/	https://twitter.com/otimicar	atendimento@otimicar.com.br	+55 61 98131-6584	27/01/2020 02:33:21	https://www.crunchbase.com/organization/otimicar
	403,566	Join Solution	Join Solution develops software programs to cater day-to-day business needs of their customers.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Digital Marketing, Information Technology, Software"		2011		Active			1-10		Private		" www.joinsolution.com.br/ "	https://www.facebook.com/joinsolution/	https://www.linkedin.com/company/join-solution/	https://www.twitter.com/joinsolution	contact@joinsolution.com.br	(61) 3486-7641	27/01/2020 02:33:41	https://www.crunchbase.com/organization/join-solution
	788,776	Gisleite	Gisleite is a management information system for zootechnical and economic management of milk production units.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Agriculture, AgTech, Information Technology, SaaS, Software"		Jun 2018		Active			1-10		Private		" gisleite.cnpgl.embrapa.br/ "						27/01/2020 02:34:27	https://www.crunchbase.com/organization/gisleite
	526,322	Meener	Meener is an online platform that enables users to find retail products from physical stores in Brazilian cities.	" Anápolis,  Goias,  Brazil, "	" E-Commerce Platforms, Electronics"		2012		Active			11-50		Private		" www.meener.com/home "	https://www.facebook.com/MeenerOficial		https://twitter.com/meeneroficial	meener@meener.com	+34 677 703 047	27/01/2020 02:34:53	https://www.crunchbase.com/organization/meener
R$100K	78,793	iFut	iFut analyses youth athletes' data through a soccer tournament management application.	" Brasilia,  Distrito Especial,  Colombia, "	" Analytics, Apps, Big Data, Data Mining, Data Visualization, SaaS, Soccer, Sports"		Jul 30, 2016		Active		Pre-Seed	1-10	IFUT BRASIL LTDA ME	Private		" ifut.com.br/ "				resenha@ifut.com.br	+5561992581731	27/01/2020 02:36:01	https://www.crunchbase.com/organization/ifut
	598,105	Speak to Share	Speak to Share is an online platform for conversing with refugees.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Language Learning, Social"		Mar 17, 2017		Active					Private		" speaktoshare.com/ "	https://www.facebook.com/speaktoshare/			hi@speaktoshare.com	+55 61 9.9149.2256	27/01/2020 02:36:42	https://www.crunchbase.com/organization/speak-to-share
	483,402	Out Red Soluções Financeiras	Out Red a financial solutions company, which aims to help you get out of the red in an uncomplicated way.	" Brasília,  Rio Grande do Norte,  Brazil, "	" B2B, B2C, Business Information Systems, Finance, Marketplace"		Dec 2012		Active			1-10		Private		" www.outred.com.br/ "	https://www.facebook.com/outredbrasil/	https://www.linkedin.com/company/out-red-brasil/	https://twitter.com/outredbrasil	contato@outred.com.br	+55 61 3328-1444	27/01/2020 02:37:17	https://www.crunchbase.com/organization/out-red-solu%C3%A7%C3%B5es-financeiras
	681,471	LandSense	LandSense brings an indoor location system for different application types for retail, sports or logistics.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Apps, B2B, Hardware"				Active			1-10		Private		" www.landsense.com.br/ "		https://www.linkedin.com/company/landsense/		contato@landsense.com.br	+55 (61) 982681837	27/01/2020 02:37:57	https://www.crunchbase.com/organization/landsense
	622,063	Koiber	Koiber allows to chat with any business through a rich chat, with elements that facilitate interaction.		" Apps, Customer Service, Mobile Apps"				Active					Private		" www.koiber.com/ "					(61) 3627-8474	27/01/2020 02:38:11	https://www.crunchbase.com/organization/koiber
	387,819	Ektrum	Ektrum is a telecommunications company that develops and innovates technology solutions in wireless connectivity.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Consulting, Telecommunications, Wired Telecommunications, Wireless"		2016		Active			1-10		Private		" ektrum.com "	https://www.facebook.com/Ektrum	https://www.linkedin.com/company/ektrum			+55 (61) 3253 8156	27/01/2020 02:38:38	https://www.crunchbase.com/organization/ektrum
	776,891	ConstruLand	ConstruLand is an app that promotes the meeting of clients and professionals of the construction industry.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Apps, Civil Engineering, Communities"				Active					Private		" construland.com/ "	https://www.facebook.com/pg/construlandapp					27/01/2020 02:39:25	https://www.crunchbase.com/organization/construland
	496,514	Cataplanos	Cataplanos is an e-commerce of health and dental plans in Brazil.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Dental, E-Commerce, Health Insurance"		2012		Active					Private		" www.cataplanos.com/ "	https://www.facebook.com/cataplanos/		https://twitter.com/cataplanos	cataplanos@cataplanos.com.br		27/01/2020 02:40:14	https://www.crunchbase.com/organization/cataplanos
R$15K	113,321	BizuBox	BizuBox collects sales data automatically for easier analysis.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Analytics, Data Integration, Information Services, Retail, Software"		2016		Active		Seed	1-10		Private		" bizubox.com/ "	https://www.facebook.com/bizubox/	https://www.linkedin.com/company/bizubox/	https://twitter.com/bizubox_	gestao@bizubox.com		27/01/2020 02:41:09	https://www.crunchbase.com/organization/bizubox
	706,048	AION Europa (Automation Ideas)	AION is a maker focused on developing solutions for the automation of residential and industrial developments.	" Brasília,  Rio Grande do Norte,  Brazil, "	" Agriculture, AgTech, B2B, B2C, Hardware"				Active			1-10		Private		" automationideas.wixsite.com/aion/sobre "	https://www.facebook.com/AIONautomationideas/				(83) 9803.8590	27/01/2020 02:41:34	https://www.crunchbase.com/organization/aion-europa-automation-ideas
